id_autor_gs,full_name,country,result_found,first_name,last_name,probability,gender,samples
8CixLqkAAAAJ,Pedro Donoso,CL,True,Pedro,Donoso,1,male,848
9fPjaasAAAAJ,Felipe Ignacio Pezoa Pinochet,CL,True,Felipe Ignacio,Pezoa Pinochet,0.98,male,55
FFpVrU0AAAAJ,Ignacio López Escarcena,CL,True,Ignacio,López,0.99,male,874
RJ6u2MgAAAAJ,Álvaro Awad Sirhan,CL,True,Álvaro,Awad,1,male,79
1owh4fEAAAAJ,Denise Misleh,CL,True,Denise,Misleh,1,female,46
3xqIXEYAAAAJ,Tomás Arriaza,CL,True,Tomás,Arriaza,1,male,117
601ui8cAAAAJ,Matías Aránguiz,CL,True,Matías,Aránguiz,1,male,183
GH87FEQAAAAJ,Veronica Garcia-Lazo,CL,True,Veronica,Garcia-Lazo,0.98,female,511
T1BD-ncAAAAJ,María Elvira Ríos Peñafiel,CL,True,María Elvira,Ríos,0.99,female,138
j8KhaCIAAAAJ,Alain Raymond,CL,True,Alain,Raymond,1,male,14
5HUl6WgAAAAJ,Guillermo Elgueda Labra,CL,True,Guillermo,Labra,0.99,male,608
5SZlvZUAAAAJ,Natalia Leiva Salum,CL,True,Natalia,Leiva,0.97,female,960
CAZ_DScAAAAJ,Javier Salazar-Muñoz,CL,True,Javier,Salazar-Muñoz,1,male,1272
FVJbcbYAAAAJ,Patricio Cortés Rodríguez,CL,True,Patricio,Rodríguez,1,male,1407
IsqfPtkAAAAJ,Andres Felipe Arroyo Avirama,CL,True,Andres Felipe,Arroyo,1,male,9
STCzZgwAAAAJ,Roxana Valdebenito,CL,True,Roxana,Valdebenito,0.98,female,253
fx0OtgUAAAAJ,Camilo Acuña Porras,CL,True,Camilo,Porras,1,male,559
6ehOeMMAAAAJ,Santiago Orrego,CL,True,Santiago,Orrego,0.99,male,146
drzt0GoAAAAJ,Ivan Ojeda-Pereira,CL,True,Ivan,Ojeda-Pereira,1,male,493
4TF1o0gAAAAJ,Francisca M. Ubilla,CL,True,Francisca,Ubilla,0.98,female,1076
kkMGp1AAAAAJ,Ricardo Aravena Cuevas,CL,True,Ricardo,Cuevas,1,male,1260
OmTg-acAAAAJ,DAYNA MOYA,CL,True,Dayna,Moya,0.99,female,4865
ac03o1IAAAAJ,Laurent Loubiès,CL,True,Laurent,Loubiès,1,male,4
dDqtOGoAAAAJ,paulina oyarzun pinto,CL,True,Paulina,Pinto,0.98,female,961
dPOJvZoAAAAJ,Carlos Villarroel C.,CL,True,Carlos,Villarroel,1,male,2782
lB9onDsAAAAJ,Andres Gonzalez-Lira,CL,True,Andres,Gonzalez-Lira,1,male,976
W8FTSd0AAAAJ,Nina Immel,CL,True,Nina,Immel,0.97,female,34
BG7hPoIAAAAJ,Hernán Hochschild,CL,True,Hernán,Hochschild,1,male,83
DVIbwogAAAAJ,Alison Fernandez Blanco,CL,True,Alison,Blanco,0.96,female,28
QwPbPTQAAAAJ,Cesar Pazo Carballo,CL,True,Cesar,Carballo,1,male,564
X0oZ7DoAAAAJ,Felipe Jorquera,CL,True,Felipe,Jorquera,1,male,2439
a0-v05MAAAAJ,Javiera Salinas González,CL,True,Javiera,González,0.98,female,927
7Os9CQkAAAAJ,Loreto Cox,CL,True,Loreto,Cox,0.97,female,359
LTimRRMAAAAJ,Leonardo Flavio Medina-Guillen,CL,True,Leonardo Flavio,Medina-Guillen,1,male,572
Vu5XXnkAAAAJ,Cristian Vargas,CL,True,Cristian,Vargas,1,male,2566
M-I7zCwAAAAJ,Rodrigo Perez-Silva,CL,True,Rodrigo,Perez-Silva,0.99,male,2771
NX8sCIAAAAAJ,Isabel Araya Morales,CL,True,Isabel,Morales,0.99,female,432
ZcL0Mm0AAAAJ,Virginia Carter Gamberini,CL,True,Virginia,Carter,0.98,female,83
YoLqqv0AAAAJ,Daniel Saavedra,CL,True,Daniel,Saavedra,1,male,1613
7WNQiqsAAAAJ,Diego Reyes Placencia,CL,True,Diego Reyes,Placencia,1,male,1665
J05m9ToAAAAJ,Renato Burgos-Ravanal,CL,True,Renato,Burgos-Ravanal,0.99,male,159
6q7ciKQAAAAJ,Hugo Carrillo Lincopi,CL,True,Hugo,Carrillo,0.99,male,452
9osw5UUAAAAJ,Thomas Uslar,CL,True,Thomas,Uslar,1,male,76
Ac4Y77cAAAAJ,Claudia Burbano-García,CL,True,Claudia,Burbano-García,0.97,female,1751
EwxLv3sAAAAJ,Gabriel Gatica-Bahamonde,CL,True,Gabriel,Gatica-Bahamonde,1,male,736
dKFCL1UAAAAJ,Fernando Baeza,CL,True,Fernando,Baeza,1,male,1212
QwnielAAAAAJ,Ángeles Tepper,CL,True,Ángeles,Tepper,1,female,4
SDDLjsYAAAAJ,Francisca Riera,CL,True,Francisca,Riera,0.98,female,1076
WYRgeXAAAAAJ,OSCAR RAMIREZ,CL,True,Oscar,Ramirez,0.99,male,756
gQQND08AAAAJ,Patricio del sol,CL,True,Patricio,Del Sol,1,male,1407
jAxipYoAAAAJ,Claudia Gonzalez-Arcos,CL,True,Claudia,Gonzalez-Arcos,0.97,female,1751
lTZPr-MAAAAJ,Carlos Aspillaga,CL,True,Carlos,Aspillaga,1,male,2782
iv7UCq0AAAAJ,Samuel Córdova,CL,True,Samuel,Córdova,1,male,225
l2UDY2kAAAAJ,Matías F. Chacón,CL,True,Matías,Chacón,1,male,183
0aZDbnUAAAAJ,Angel Aedo,CL,True,Ángel,Aedo,0.8,male,5
TzgszjUAAAAJ,Patricio Ross,CL,True,Patricio,Ross,1,male,1407
6N1zOi8AAAAJ,Rafael Carranza,CL,True,Rafael,Carranza,1,male,340
75xUpnUAAAAJ,Regina Dias Barkokebas,CL,True,Regina,Dias,1,female,14
ArkQ9zsAAAAJ,Victor Verdugo,CL,True,Victor,Verdugo,1,male,1162
2hRaQsoAAAAJ,Benjamin Loewe,CL,True,Benjamin,Loewe,0.99,male,336
EqBkyH8AAAAJ,Annemarie van der Marel,CL,True,Annemarie,van der Marel,1,female,7
eqJt4hwAAAAJ,GABRIEL GONZALEZ MEDINA,CL,True,Gabriel Gonzalez,Medina,1,male,740
H0tFc2cAAAAJ,Miriam Rubio Acuña,CL,True,Miriam,Acuña,0.97,female,143
ik5rUbUAAAAJ,Isaac Núñez,CL,True,Isaac,Núñez,1,male,83
10RvqZcAAAAJ,Gabriel Gutierrez,CL,True,Gabriel,Gutierrez,1,male,736
1Z4NjagAAAAJ,Tamara Matute,CL,True,Tamara,Matute,0.97,female,450
lLkAY-UAAAAJ,Pablo Cortes,CL,True,Pablo,Cortes,1,male,2045
dYcBGpQAAAAJ,Juan Pablo Scarfi,CL,True,Juan Pablo,Scarfi,1,male,651
S7Pd2GwAAAAJ,Francisca Moya Cañoles,CL,True,Francisca,Moya,0.98,female,1076
29QNyg4AAAAJ,Cristian Montalba,CL,True,Cristian,Montalba,1,male,2566
FrMddTcAAAAJ,Carolina Guerra Figueroa,CL,True,Carolina,Figueroa,0.98,female,2204
aM_7Q88AAAAJ,Alonso G. Perez-Donoso,CL,True,Perez-Donoso,Alonso,0.72,male,925
fTa7ZIgAAAAJ,Pilar Alamos,CL,True,Pilar,Alamos,0.99,female,305
hGzgQU4AAAAJ,MARIA VERA ALARCON,CL,True,Maria Vera,Alarcon,0.97,female,659
2ttZxc0AAAAJ,José Tomás Larach,CL,True,José Tomás,Larach,1,male,19
9O1ph80AAAAJ,Helena Poggi,CL,True,Helena,Poggi,1,female,13
1ZH7wSgAAAAJ,Victor Hugo Cornejo Corona,CL,True,Victor Hugo,Cornejo,1,male,1614
FAEQ4B0AAAAJ,Ruben Calvo Gallardo,CL,True,Ruben,Gallardo,0.99,male,243
C0HUSOwAAAAJ,Alejandra Tapia Castillo,CL,True,Alejandra,Castillo,0.98,female,1200
SaTXJbkAAAAJ,JAVIERA LENIZ MARTELLI,CL,True,Javiera,Martelli,0.98,female,927
D3qh72UAAAAJ,Marcelo D. Miranda,CL,True,Marcelo,Miranda,1,male,1214
i3JIWN0AAAAJ,PAULA B REPETTO,CL,True,Paula,Repetto,0.98,female,919
XP5lOvcAAAAJ,Lake Sagaris,CL,True,Lake,Sagaris,0.5,unknown,6
4wYAIL8AAAAJ,Eduardo Viñuela,CL,True,Eduardo,Viñuela,0.99,male,1416
0STsjwUAAAAJ,Guillermo de la Parra,CL,True,Guillermo,de la Parra,0.99,male,608
3jBElEcAAAAJ,Rances Blanco Santana,CL,True,Rances Blanco,Santana,0.83,male,367
O6HUbzAAAAAJ,ANDRES NUÑEZ,CL,True,Andres,Nuñez,1,male,976
_B0hZ3UAAAAJ,Eduardo Leiva Llantén,CL,True,Eduardo,Leiva,0.99,male,1416
XPBzOkQAAAAJ,Natalia Ávila Reyes,CL,True,Natalia,Reyes,0.97,female,960
KoG_tgwAAAAJ,Alvaro Lorca,CL,True,Alvaro,Lorca,0.99,male,725
9yegh6kAAAAJ,Francisca Bronfman,CL,True,Francisca,Bronfman,0.98,female,1076
AVuGpOgAAAAJ,Dante Minniti,CL,True,Dante,Minniti,1,male,60
F_lq_BoAAAAJ,Ruben Avendaño-Herrera,CL,True,Ruben,Avendaño-Herrera,0.99,male,243
KVva2AIAAAAJ,Dario Paez Rovira,CL,True,Dario,Paez,1,male,84
sKLEWHgAAAAJ,Norman Toro Villarroel,CL,True,Norman,Villarroel,1,male,16
dTCl5zkAAAAJ,Bruno Dias,CL,True,Bruno,Dias,0.99,male,141
VyY1HZkAAAAJ,Julio Sánchez,CL,True,Julio,Sánchez,1,male,482
ZM3iy30AAAAJ,Alvaro Rojas-Arriagada,CL,True,Alvaro,Rojas-Arriagada,0.99,male,725
LJzyqXoAAAAJ,Daniela Araneda del Valle,CL,True,Daniela Del,Valle,0.97,female,1783
ZNT8SS8AAAAJ,Jose Luis Muñoz-Pincheira,CL,True,Jose Luis,Muñoz-Pincheira,1,male,311
jEACdGwAAAAJ,Eduardo Bustos Fuentes,CL,True,Eduardo,Fuentes,0.99,male,1416
ng3HETAAAAAJ,"Ortega-Cabezas, P. (https://orcid.org/0000-0001-9713-0749)",CL,True,Chttps???orciorg?oooo-Oooi-G?ie-O?ag?,Ortega-Cabezas,0,unknown,0
qga3PmMAAAAJ,Felipe Álvarez Osorio,CL,True,Felipe,Osorio,1,male,2439
udobcxEAAAAJ,Jeffrey Morales S,CL,True,Jeffrey,Morales,1,male,5
xW8Eg4AAAAAJ,Carlos Enrique Pinto Candia,CL,True,Carlos Enrique,Candia,1,male,3122
8dQLryEAAAAJ,Nathaly Arias Bacarreza,CL,True,Nathaly,Arias,0.99,female,70
BjfPyoMAAAAJ,Cristian Jamett,CL,True,Cristian,Jamett,1,male,2566
bxuVXkoAAAAJ,Juan Chamorro Arenas,CL,True,Juan,Arenas,1,male,1749
D1QzhYgAAAAJ,Pamela del Carmen Herrera-Díaz,CL,True,Pamela Del Carmen,Herrera-Díaz,1,female,4
n2Lz1PcAAAAJ,Jacqueline Troncoso Lobos,CL,True,Jacqueline,Lobos,0.98,female,339
2CcvnaAAAAAJ,Francisco Ignacio Castillo Castillo,CL,True,Francisco Ignacio,Castillo,1,male,10
4hvPC8AAAAAJ,Marcos H. Cárdenas-Mancilla,CL,True,Marcos,Cárdenas-Mancilla,0.99,male,375
7rRBqRoAAAAJ,Carolina Yancovic,CL,True,Carolina,Yancovic,0.98,female,2204
NTWUL3gAAAAJ,Felipe Gonzalo Matus Valenzuela,CL,True,Felipe Gonzalo,Valenzuela,0.99,male,3444
O5IDxrgAAAAJ,Dany Jerez Leiva,CL,True,Dany,Leiva,0.64,female,61
U2uunrEAAAAJ,Erick Gonzalez-Arce,CL,True,Erick,Gonzalez-Arce,1,male,225
WFZuAUAAAAAJ,Nayarett González,CL,True,Nayarett,González,1,female,3
cV1SkNQAAAAJ,Dali Grado,CL,True,Dali,Grado,0.79,male,4036
eufLyf4AAAAJ,Nicolás A. Fuentes,CL,True,Nicolás,Fuentes,1,male,395
fQ-I0B4AAAAJ,Pablo Macchiavello,CL,True,Pablo,Macchiavello,1,male,2045
HuDP6eUAAAAJ,Felipe Valenzuela-Ibaceta,CL,True,Felipe,Valenzuela-Ibaceta,1,male,2439
QnU8XYwAAAAJ,Fernanda Toro Mellado,CL,True,Fernanda,Mellado,0.98,female,796
Zopjft4AAAAJ,Alvaro Abarca,CL,True,Alvaro,Abarca,0.99,male,725
b36aFQcAAAAJ,José Manuel Fuentes Cid,CL,True,José Manuel,Cid,0.99,male,1549
fi8Q7EAAAAAJ,William Quintero,CL,True,William,Quintero,1,male,91
lmkWppMAAAAJ,Valentina Pavez,CL,True,Valentina,Pavez,0.97,female,748
orqQktAAAAAJ,Cristina Muñoz-Rehbein,CL,True,Cristina,Muñoz-Rehbein,0.98,female,370
pQbiDZQAAAAJ,Victor Moraga-Gómez,CL,True,Victor,Moraga-Gómez,1,male,1162
wnF_zZEAAAAJ,Ricardo Cristi López,CL,True,Ricardo Cristi,López,0.99,male,1265
gtT9A4kAAAAJ,Stephanie Caro Torres,CL,True,Stephanie Caro,Torres,0.98,female,232
gz-iKOgAAAAJ,Alberto Prado Díaz,CL,True,Alberto,Díaz,1,male,309
mtCEYVIAAAAJ,Daniel Martínez-Lema,CL,True,Daniel,Martínez-Lema,1,male,1613
XYdjA6AAAAAJ,Florencia Ebensperger Muñoz,CL,True,Florencia,Muñoz,0.96,female,109
wvf3yjkAAAAJ,Verónica Henríquez Acuña,CL,True,Verónica,Acuña,0.99,female,176
7C2m_6kAAAAJ,Simón Herrera Canales,CL,True,Simón,Canales,1,male,29
DrFcKz0AAAAJ,Javiera Catalan Conejeros,CL,True,Javiera,Conejeros,0.98,female,927
J39kDrkAAAAJ,Carlos Godoy Villanueva,CL,True,Carlos,Villanueva,1,male,2782
OuueNI4AAAAJ,Yipsy Arozarena Sariol,CL,True,Yipsy,Arozarena,0.8,female,10
WM23RdsAAAAJ,Rodrigo Figueroa-Jaddour,CL,True,Rodrigo,Figueroa-Jaddour,0.99,male,2771
cfP49tgAAAAJ,Silvina Sosa Vota,CL,True,Silvina,Sosa,1,female,10
Vcxv-1YAAAAJ,David Araya Gálvez,CL,True,David,Araya,1,male,1001
XsuUNswAAAAJ,Diego Aravena,CL,True,Diego,Aravena,1,male,1660
pZtBqgQAAAAJ,Benjamín Ahumada R.,CL,True,Benjamín,Ahumada,1,male,56
uTu9XvMAAAAJ,Henry M. Zapata,CL,True,Henry,Zapata,1,male,80
FpXKIPoAAAAJ,Beatriz Carrasco Díaz,CL,True,Beatriz,Díaz,0.98,female,218
7itmCiYAAAAJ,Franco Passi Rojas,CL,True,Franco,Rojas,0.99,male,335
xJJmMmYAAAAJ,Nibaldo Acero,CL,True,Nibaldo,Acero,1,male,30
cdE3hn8AAAAJ,Sebastian Andrés Toro,CL,True,Sebastian Andrés,Toro,1,male,1864
JoM9wOwAAAAJ,Jessica Pujol Duran,CL,True,Jessica,Duran,0.96,female,487
DxgTrxAAAAAJ,Cristobal Dörner,CL,True,Cristobal,Dörner,1,male,440
cv297IMAAAAJ,Alejandro Verdugo Peñaloza,CL,True,Alejandro,Peñaloza,1,male,1564
GxofsrEAAAAJ,Paloma Ferrero Hernández,CL,True,Paloma,Hernández,0.96,female,116
sy4Lkp0AAAAJ,Roberto Jalon-Gardella,CL,True,Roberto,Jalon-Gardella,1,male,986
dcopEsgAAAAJ,Jaime Lam Moraga,CL,True,Jaime,Moraga,1,male,907
oTPPFjAAAAAJ,Diego Manuel Guerrero Soto,CL,True,Diego Manuel Guerrero,Soto,1,male,2827
pevPpnAAAAAJ,Leandro Tomás Núñez Arratia,CL,True,Leandro Tomás,Arratia,1,male,265
1vM5n-UAAAAJ,Gustavo A. Báez Castillo,CL,True,Gustavo,Castillo,1,male,555
AGo4m4gAAAAJ,Maria Theresa von Furstenberg,CL,True,Maria Theresa,von Furstenberg,0.97,female,657
wmvZWZcAAAAJ,Polett Garcés,CL,True,Polett,Garcés,1,female,6
7kQWHw8AAAAJ,Jenny Pizarro Ruz,CL,True,Jenny,Ruz,0.97,female,155
bCIP-uQAAAAJ,Francisco Javier Cartes Arenas,CL,True,Francisco Javier,Arenas,1,male,3380
h1t4vHUAAAAJ,Loreto Castillo Collado,CL,True,Loreto Castillo,Collado,0.96,female,362
qYyusy8AAAAJ,Michel Riquelme Sanderson,CL,True,Michel,Riquelme,0.9,male,79
Jtb2fncAAAAJ,Daniela Doren,CL,True,Daniela,Doren,0.97,female,1780
Q0WvPGcAAAAJ,David Grimm,CL,True,David,Grimm,1,male,1001
dFaAyVwAAAAJ,Sebastian Lira,CL,True,Sebastian,Lira,0.99,male,1533
kUsebTAAAAAJ,Nuria Pérez-Romero,CL,True,Nuria,Pérez-Romero,1,female,5
ocp1-bIAAAAJ,Francisco Quesada Alvarado,CL,True,Francisco,Alvarado,1,male,2108
pBNVfCkAAAAJ,Lilian San-Martín,CL,True,Lilian,San-Martín,0.99,female,114
s7u2SccAAAAJ,Diego Zavala,CL,True,Diego,Zavala,1,male,1660
vW4icI8AAAAJ,Arturo Figueroa-Bustos,CL,True,Arturo,Figueroa-Bustos,1,male,233
6COQva0AAAAJ,Manuel Matías Ambiado-Lillo,CL,True,Manuel Matías,Ambiado-Lillo,1,male,1347
Dw5qnWkAAAAJ,Ricardo Espinaza Solar,CL,True,Ricardo,Solar,1,male,1260
OGKNUhMAAAAJ,Daming Chen,CL,True,Daming,Chen,0.95,male,19
hqf_Hl4AAAAJ,Maria Teresa Barbato Epple,CL,True,Maria Teresa,Epple,0.97,female,840
UD2Jq_4AAAAJ,Jenny Pantoja,CL,True,Jenny,Pantoja,0.97,female,155
1AxY_7kAAAAJ,Boris Valdenegro Egozcue,CL,True,Boris,Valdenegro Egozcue,0.99,male,210
MgTInn0AAAAJ,Ivanka Jimenez,CL,True,Ivanka,Jimenez,0.97,female,1035
ViuXTPAAAAAJ,Mauricio Gomez Barrena,CL,True,Mauricio,Gomez,1,male,1359
XKhSytAaqQcC,Claudia Cordoba Calquin,CL,True,Claudia,Calquin,0.97,female,1751
HhGQ_iIAAAAJ,María Isabel Cornejo,CL,True,María Isabel,Cornejo,1,female,38
gD5apIoAAAAJ,Hedilberto Aguilar,CL,True,Hedilberto,Aguilar,1,male,9
T7v6nD0AAAAJ,ana mendez,CL,True,Ana,Mendez,0.98,female,448
a2zbgjgAAAAJ,Valentina Carrasco,CL,True,Valentina,Carrasco,0.97,female,748
Hkt03bsAAAAJ,Christina Mitsi,CL,True,Christina,Mitsi,1,female,11
dAnwu9UAAAAJ,Nicole González-Calderón,CL,True,Nicole,González-Calderón,0.98,female,833
sugIe_IAAAAJ,Ankit Kumar,CL,True,Ankit,Kumar,1,male,17470
Rf8yPf0AAAAJ,Gloria Belén Rodríguez-Gómez,CL,True,Gloria Belén,Rodríguez-Gómez,0.98,female,422
GDyQ88AAAAAJ,Falonn Contreras-Osorio,CL,True,Contreras,Falonn,1,female,3
nE2DpkgAAAAJ,Rony Lenz Alcayaga,CL,True,Rony,Alcayaga,1,male,18
ioAKJUQAAAAJ,Carmen Gloria Baeza Ugarte,CL,True,Carmen Gloria,Ugarte,0.99,female,689
Bp2c1fsAAAAJ,Dr. Renzo Pepe-Victoriano,CL,True,Renzo,Pepe-Victoriano,1,male,38
iophwawAAAAJ,Iver Cristi Sanchez,CL,True,Cristi,Sanchez,0.8,female,5
Uc7z8uoAAAAJ,Ignacio Muñoz Delaunoy,CL,True,Ignacio,Muñoz,0.99,male,874
09O0pbMAAAAJ,Marcela Rivadeneira Valenzuela,CL,True,Marcela,Valenzuela,0.98,female,1002
BiTfDdUAAAAJ,Andres Aedo Henriquez,CL,True,Andres,Henriquez,1,male,976
ZFRIUSkAAAAJ,Lorena Espinoza Pérez,CL,True,Lorena,Pérez,0.97,female,608
NANv42YAAAAJ,Luis Avilés Godoy,CL,True,Luis,Godoy,1,male,2313
tBzh9M8AAAAJ,Thais Luarte Anduaga,CL,True,Thais,Luarte,1,female,11
gHWX-koAAAAJ,Fernanda Acuña Villarroel,CL,True,Fernanda,Villarroel,0.98,female,796
LxBLTWIAAAAJ,Lia Ramírez-Fernández,CL,True,Lia,Ramírez-Fernández,0.97,female,30
-Wwf9DMAAAAJ,Pedro Levín,CL,True,Pedro,Levín,1,male,848
ftUsIbUAAAAJ,Jorge Rojas-Vallejos,CL,True,Jorge,Rojas-Vallejos,0.99,male,2344
O8b8pDAAAAAJ,David Herrera Araya,CL,True,David,Araya,1,male,1001
a-rAHcAAAAAJ,Héctor Fuentes-Barria,CL,True,Héctor,Fuentes-Barria,0.99,male,131
T88FpicAAAAJ,Francisco A. Cataño,CL,True,Francisco,Cataño,1,male,2108
TPKTIWkAAAAJ,Alejandro Guajardo Córdoba,CL,True,Alejandro,Guajardo,1,male,1564
WKl4No0AAAAJ,Marcelo Tuesta,CL,True,Marcelo,Tuesta,1,male,1214
4jWVTf4AAAAJ,Francisco Plaza-Vega,CL,True,Francisco,Plaza-Vega,1,male,2108
BfpYiYsAAAAJ,Rodrigo Ternero Saavedra,CL,True,Rodrigo,Saavedra,0.99,male,2771
cbwP30wAAAAJ,Natalia Andrea Riquelme Hinojosa,CL,True,Natalia Andrea,Riquelme Hinojosa,1,female,24
aPybRSEAAAAJ,Juan Pablo Vásconez Hurtado,CL,True,Juan Pablo,Hurtado,1,male,651
n_N8J3QAAAAJ,César Vásquez-Trincado,CL,True,César,Vásquez-Trincado,1,male,156
qQS9rUkAAAAJ,Francisca Astorga,CL,True,Francisca,Astorga,0.98,female,1076
7OcQ0PoAAAAJ,Gonzalo Daniel Martner,CL,True,Gonzalo Daniel,Martner,1,male,3
WJ3LEKMAAAAJ,Jorge Castillo-Sepúlveda,CL,True,Jorge,Castillo-Sepúlveda,0.99,male,2344
yn4QLQsAAAAJ,Liane  Ney Bassini,CL,True,Ney,Bassini,0.5,unknown,4
BKAAWuAAAAAJ,Diego M. Peñafiel,CL,True,Diego,Peñafiel,1,male,1660
Lgl1gKQAAAAJ,Daniel E. Diaz,CL,True,Daniel,Diaz,1,male,1613
HmHON1QAAAAJ,marjorie cepeda plaza,CL,True,Marjorie,Plaza,0.97,female,145
KXADWsIAAAAJ,Matías Monsalves Álvarez,CL,True,Matías,Álvarez,1,male,183
9jBUrwcAAAAJ,Ricardo Crespo Vergara,CL,True,Ricardo,Vergara,1,male,1260
9vF1WuMAAAAJ,Ginno Millán Naveas,CL,True,Ginno Millán,Naveas,0.99,male,68
RLI0hxgAAAAJ,Eugenio Hamm,CL,True,Eugenio,Hamm,0.98,male,105
MBe7PEwAAAAJ,Marcela Lagos Flores,CL,True,Marcela,Flores,0.98,female,1002
_41jWv2SfZQC,Diana Pasmanik,CL,True,Diana,Pasmanik,0.99,female,150
MeiIlUcAAAAJ,Juan Luis Prieto G. - orcid.org/0000-0003-0798-5191,CL,True,Juan Luis,Prieto,1,male,4062
Uyfc_dkAAAAJ,Nelson Merino,CL,True,Nelson,Merino,1,male,416
hKvrk_MAAAAJ,Carmen Pizarro,CL,True,Carmen,Pizarro,0.99,female,359
Ij-TXVAAAAAJ,F. Martínez,CL,True,,,,,
F0aVHNcAAAAJ,Ricardo Pino Rios,CL,True,Ricardo,Rios,1,male,1260
IM_0Yp0AAAAJ,Alejandra Torres,CL,True,Alejandra,Torres,0.98,female,1200
mA8u9VMAAAAJ,Maria Celeste Artale,CL,True,Maria Celeste,Artale,0.97,female,701
